학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
올림픽태권도&줄넘기,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 오산시 부산동 690,경기 오산시 부산중앙로 25-6,,37.1509852246472,127.090639569875,18.46,태권도,http://place.map.kakao.com/68171367
부산 제2어린이공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 오산시 부산동 797,,,37.151012593883,127.090197211139,18.48,수영,http://place.map.kakao.com/1238052058
오산맑음터공원 어린이물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 오산시 오산동 775,,031-8036-6473,37.13743574186654,127.06491526281008,18.56,수영,http://place.map.kakao.com/27064220
파파합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 산척동 745,경기 화성시 동탄구 동탄순환대로10길 88,010-2112-9119,37.166431379857485,127.12758773992552,18.59,합기도,http://place.map.kakao.com/1699447903
오산점핑진선다이어트,"스포츠,레저 > 스포츠시설 > 체육관",경기 오산시 원동 349-7,경기 오산시 오산로160번길 15,010-4322-1893,37.1414747762338,127.07039107341069,18.61,체육관,http://place.map.kakao.com/686301137
케이타이거즈 남동탄관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 장지동 971-6,경기 화성시 동탄구 동탄대로4길 53,031-372-8588,37.161786105028824,127.1118564881215,18.64,태권도,http://place.map.kakao.com/568636216
로얄발레아카데미학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 장지동 971-6,경기 화성시 동탄구 동탄대로4길 53,010-2777-6850,37.1617861050409,127.111856488122,18.64,발레,http://place.map.kakao.com/1218182158
한국파워점핑줄넘기태권도,"스포츠,레저 > 스포츠시설",경기 화성시 동탄구 장지동 971-6,경기 화성시 동탄구 동탄대로4길 53,,37.1618358266391,127.111683182313,18.65,태권도,http://place.map.kakao.com/576565453
경희대한빛태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 장지동 955-1,경기 화성시 동탄구 동탄장지천5길 30-9,031-375-2599,37.15949594460351,127.10459055554674,18.69,태권도,http://place.map.kakao.com/842145865
용인대청아태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 장지동 971-1,경기 화성시 동탄구 동탄대로4길 39,031-376-9788,37.1617651908773,127.110135052377,18.7,태권도,http://place.map.kakao.com/1302130306
백석대학교 체육관,"교육,학문 > 학교부속시설",충남 천안시 동남구 안서동 110,충남 천안시 동남구 백석대학로 1-17,,36.8413376392949,127.187357500368,18.7,체육관,http://place.map.kakao.com/27217980
숨비소리이솔태권도,"스포츠,레저 > 무예 > 태권도",경기 화성시 동탄구 장지동 970,경기 화성시 동탄구 동탄순환대로8길 27,010-2772-4884,37.1625648199116,127.110682249262,18.76,태권도,http://place.map.kakao.com/599336723
HI FC 유소년축구교실 2동탄점,"스포츠,레저 > 축구",경기 화성시 동탄구 장지동 930-3,경기 화성시 동탄구 동탄대로47번길 11,031-378-0931,37.1594363979812,127.102616941483,18.76,축구교실,http://place.map.kakao.com/714309572
배틀킹배드민턴아카데미,"스포츠,레저 > 스포츠시설 > 체육관",경기 오산시 부산동 471,경기 오산시 동부대로568번길 87-17,,37.15331644511886,127.08800818627108,18.8,체육관,http://place.map.kakao.com/299786867
레벨12 동탄1호점,"스포츠,레저 > 무예 > 태권도",경기 화성시 동탄구 장지동 934-9,경기 화성시 동탄구 동탄장지천3길 3-6,02-1811-6277,37.1598127997937,127.099732003724,18.91,태권도,http://place.map.kakao.com/1052540327
하프미닛 동탄점,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 장지동 934-9,경기 화성시 동탄구 동탄장지천3길 3-6,,37.159808291656,127.099735375226,18.91,체육관,http://place.map.kakao.com/1702726999
12 round 동탄점,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 장지동 934-9,경기 화성시 동탄구 동탄장지천3길 3-6,010-7671-0724,37.1598109938786,127.099736504584,18.91,체육관,http://place.map.kakao.com/893448368
김성범유도멀티짐 오산점,"스포츠,레저 > 무예 > 유도 > 유도장",경기 오산시 원동 755-3,경기 오산시 경기대로 260,,37.1478809495367,127.073949503493,18.99,유도,http://place.map.kakao.com/1154536323
오산시청 어린이물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 오산시 오산동 915,경기 오산시 성호대로 141,,37.149572326658,127.076647098018,19.01,수영,http://place.map.kakao.com/1048154614
운산검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 오산시 오산동 925-11,경기 오산시 운암로 35,031-375-8884,37.1494907153283,127.076049292625,19.03,검도,http://place.map.kakao.com/1218805268
대한검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 오산시 오산동 925-11,경기 오산시 운암로 35,031-375-8884,37.1494907153283,127.076049292625,19.03,검도,http://place.map.kakao.com/10324928
동탄테크민턴,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 산척동 738-2,경기 화성시 동탄구 동탄순환대로12길 8,0503-7151-8689,37.1688638007875,127.119353309562,19.1,체육관,http://place.map.kakao.com/1909216456
이승우풋볼아카데미축구교실,"스포츠,레저 > 축구",경기 화성시 동탄구 산척동 738-2,경기 화성시 동탄구 동탄순환대로12길 8,0502-5551-6795,37.168859253548,127.119394962274,19.1,축구교실,http://place.map.kakao.com/1081425390
오산체력단련장,"스포츠,레저 > 골프 > 골프장",경기 평택시 서탄면 황구지리 244,경기 평택시 서탄면 용소금각로 360,031-669-2922,37.07485283815538,126.99920156845067,19.17,체육관,http://place.map.kakao.com/711710126
국가대표 용인대박사태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 신동 880,경기 화성시 동탄구 동탄신리천로4길 47,,37.1742658194947,127.13590870488,19.18,태권도,http://place.map.kakao.com/928635063
하비엘럭스 어린이수영장 호수점,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 화성시 동탄구 산척동 724-2,경기 화성시 동탄구 동탄순환대로 253,031-373-1137,37.1702668075012,127.118392817608,19.28,수영,http://place.map.kakao.com/1222279721
수영빌딩,부동산 > 빌딩,경기 오산시 오산동 871,경기 오산시 성호대로 81,,37.1491410259623,127.070339644344,19.29,수영,http://place.map.kakao.com/10937148
샤크베이레슨전문수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 산척동 724-1,경기 화성시 동탄구 동탄순환대로 257,031-376-4082,37.17062876675708,127.11865798489605,19.31,수영,http://place.map.kakao.com/1202952692
길라잡이태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 산척동 730,경기 화성시 동탄구 동탄대로6길 50,,37.16821359587994,127.11062743446728,19.33,태권도,http://place.map.kakao.com/1075001480
해동검도 경기총본관,"스포츠,레저 > 무예 > 검도",경기 화성시 동탄구 산척동 728-4,경기 화성시 동탄구 동탄순환대로 127-17,031-372-7001,37.16699936106424,127.10726368312721,19.33,검도,http://place.map.kakao.com/1607084040
위메르 발레핏 발레 스튜디오,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 송동 725-4,경기 화성시 동탄구 동탄대로5길 15,010-8507-8842,37.166102027642786,127.10511982448101,19.33,발레,http://place.map.kakao.com/1686438538
한국체대가온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 산척동 산 723,경기 화성시 동탄구 동탄순환대로 263,031-373-7771,37.1711532604614,127.118578860685,19.36,태권도,http://place.map.kakao.com/892794632
강류합기도&고릴라주짓수,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 산척동 723,경기 화성시 동탄구 동탄순환대로 263,031-376-6639,37.17113791661928,127.11860473415815,19.36,합기도,http://place.map.kakao.com/945402809
중앙경희태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 오산시 오산동 861-7,경기 오산시 성호새싹길 11,031-376-0055,37.1497610959087,127.07010157883022,19.36,체육관,http://place.map.kakao.com/1386144145
동탄호수공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 산척동 769,경기 화성시 동탄구 동탄호수2길 158,,37.1689393707207,127.11209334492,19.36,수영,http://place.map.kakao.com/2052370263
발레스튜디오톡톡 화성동탄2호점,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 산척동 723,경기 화성시 동탄구 동탄순환대로 263,031-377-7262,37.171115421810086,127.11857317168035,19.36,발레,http://place.map.kakao.com/1053504709
깃든태권도,"교육,학문 > 학원",경기 화성시 동탄구 송동 725-9,경기 화성시 동탄구 동탄대로5길 29,,37.1664182797416,127.104120457793,19.4,태권도,http://place.map.kakao.com/980190401
동탄유도체육관,"스포츠,레저 > 무예 > 유도",경기 화성시 동탄구 산척동 728-2,경기 화성시 동탄구 동탄순환대로 127-23,031-374-1992,37.16771744099194,127.10733225350408,19.4,유도,http://place.map.kakao.com/350702388
트니트니 동탄점,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 송동 726-1,경기 화성시 동탄구 동탄대로5길 21,,37.166992247527,127.105146953472,19.41,체육관,http://place.map.kakao.com/857930196
생거진천자연휴양림 어린이물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충북 진천군 백곡면 명암리 산 34-1,충북 진천군 백곡면 명암길 435-135,,36.924565281646,127.390298645401,19.43,수영,http://place.map.kakao.com/1949871005
한국체대천마태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 산척동 725-4,경기 화성시 동탄구 동탄대로8길 64,031-375-1675,37.170536302542324,127.11371146659859,19.46,태권도,http://place.map.kakao.com/1272588187
송종국축구교실 동탄3호점,"스포츠,레저 > 축구",경기 화성시 동탄구 장지동 912-9,경기 화성시 동탄구 동탄순환대로 26,031-378-1109,37.1645091518899,127.096415708193,19.51,축구교실,http://place.map.kakao.com/422130550
수영커피,음식점 > 카페 > 다방,경기 오산시 오산동 858-4,경기 오산시 오산로 263,,37.15045948976081,127.06843510647536,19.51,수영,http://place.map.kakao.com/954379887
동탄호수위너태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 장지동 912-9,경기 화성시 동탄구 동탄순환대로 26,070-4104-3355,37.16458842558486,127.09643945234978,19.52,태권도,http://place.map.kakao.com/303260704
고려대김세원태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성성동 696,,041-566-2388,36.84173565807679,127.1334613842936,19.52,태권도,http://place.map.kakao.com/553834373
호수펀치앤핏,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 장지동 912-9,경기 화성시 동탄구 동탄순환대로 26,031-831-5799,37.16456238376987,127.09633020902537,19.52,체육관,http://place.map.kakao.com/300735772
위풀수영장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 오산시 오산동 919-17,경기 오산시 운암로 113,031-372-0023,37.1561661953306,127.078149881383,19.54,수영,http://place.map.kakao.com/1088961268
성성파인트리수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 성성동 805,충남 천안시 서북구 성성10길 24,041-523-4633,36.8404359933219,127.137649831248,19.55,수영,http://place.map.kakao.com/1500945903
용인대바른태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 오산시 오산동 532-5,경기 오산시 성산새싹길 2,031-377-7354,37.14938875556037,127.06573820036826,19.56,체육관,http://place.map.kakao.com/19779553
위풀,"스포츠,레저 > 수영,수상 > 수영장",경기 오산시 오산동 919-17,경기 오산시 운암로 113,031-372-0023,37.156300607848486,127.0779147366501,19.56,수영,http://place.map.kakao.com/81544619
용인대정현태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 산척동 721,경기 화성시 동탄구 동탄대로8길 65,031-376-3093,37.1717584724347,127.114296558353,19.57,태권도,http://place.map.kakao.com/1618126895
제이엔에스(JNS)유도체육관,"교육,학문 > 학원",경기 오산시 오산동 919-17,경기 오산시 운암로 113,,37.1563753623274,127.077965472447,19.57,유도,http://place.map.kakao.com/2086107416
부부꿈마루태권도&줄넘기,"스포츠,레저 > 스포츠시설 > 체육관",경기 오산시 탑동 284,경기 오산시 초평중앙로 37,010-7980-1480,37.13624523341278,127.04611569913443,19.58,체육관,http://place.map.kakao.com/2049348456
동탄다올공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 신동 492,,,37.1788594564329,127.139731001947,19.58,수영,http://place.map.kakao.com/1181935588
단국대학교 천안캠퍼스 체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 신부동 233-2,충남 천안시 동남구 단대로 119,,36.8348628773135,127.166369534889,19.61,체육관,http://place.map.kakao.com/17558572
단태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성성동 700,충남 천안시 서북구 성성10길 55,010-3892-9994,36.8397247301812,127.135549860032,19.68,태권도,http://place.map.kakao.com/2077034856
STG가람태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성성동 931,충남 천안시 서북구 성성6로 47-47,,36.841909236587,127.125494932206,19.72,태권도,http://place.map.kakao.com/2088942018
품태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성성동 694,충남 천안시 서북구 성성9로 7,010-3892-9994,36.8400611335119,127.131275685966,19.75,태권도,http://place.map.kakao.com/1476119923
